CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to
7.4,80250,Μήλα Gala,1.85,1.85,Milo-gala.png,Φρούτα,Kg,,lidl,31-12-2024,06-01-2025
8,80645,Ρόδια,1.65,1.65,Rodi.png,Φρούτα,Kg,,lidl,31-12-2024,06-01-2025
9,83018,Μανιτάρια,4.50,6.63,Manitari-leyko.png,Λαχανικά,Kg,,lidl,31-12-2024,06-01-2025
11,82415,Τομάτες,1.59,2.99,Tomata-beef.png,Λαχανικά,Kg,,lidl,31-12-2024,06-01-2025
12,82411,Τοματίνια,4.05,7.98,tomatini-kouvadaki.png,Λαχανικά,Kg,,lidl,31-12-2024,06-01-2025
13,82231,Αγγούρια,1.30,2.55,Aggouri.png,Λαχανικά,Kg,,lidl,31-12-2024,06-01-2025
14,82345,Κολοκύθια,2.49,2.49,Kolokythi.png,Λαχανικά,kg,,lidl,31-12-2024,06-01-2025
15,82126,Μαρούλια,2.34,2.34,Marouli.png,Λαχανικά,Kg,,lidl,31-12-2024,06-01-2025
17.1,83165,Πατάτες Κύπρου,1.70,1.70,Patata-Kyprou.png,Λαχανικά,Kg,,lidl,31-12-2024,06-01-2025
17.2,83155,Πατάτες εγχώριες,0.97,0.98,Patata.png,Λαχανικά,Kg,,lidl,31-12-2024,06-01-2025
18,82706,Σκόρδα (κομμάτι),0.49,0.62,Skordo.png,Λαχανικά,τμχ.,,lidl,31-12-2024,06-01-2025
19,83345,Κρεμμύδια ξερά,0.59,0.76,Kremmydi-kokkino.png,Λαχανικά,Kg,,lidl,31-12-2024,06-01-2025
20,82236,Κρεμμύδια φρέσκα,5.34,5.34,Kremmydaki-fresko.png,Λαχανικά,Kg,,lidl,31-12-2024,06-01-2025
22,82815,Παντζάρια,1.35,1.35,Pantzari.png,Λαχανικά,Kg,,lidl,31-12-2024,06-01-2025
23,82755,Καρότα,0.85,1.19,Karoto.png,Λαχανικά,Kg,,lidl,31-12-2024,06-01-2025
24,82273,Ραπανάκια,6.45,6.45,Rapanakia.png,Λαχανικά,Kg,,lidl,31-12-2024,06-01-2025
25,82955,Λάχανα,0.85,0.85,Laxano-aspro.png,Λαχανικά,Kg,,lidl,31-12-2024,06-01-2025
26,82875,Κουνουπίδια,1.45,1.45,Kounoupidi.png,Λαχανικά,Kg,,lidl,31-12-2024,06-01-2025
27,82895,Μπρόκολο,2.18,2.35,Mprokolo.png,Λαχανικά,Kg,,lidl,31-12-2024,06-01-2025
28.1,82580,Πιπεριές χονδρές,1.55,4.90,Piperia-xanthi.png,Λαχανικά,Kg,,lidl,31-12-2024,06-01-2025
28.2,82535,Πιπεριές μακριές,1.99,3.19,Piperia-kerato.png,Λαχανικά,Kg,,lidl,31-12-2024,06-01-2025
29,82180,Μελιτζάνες,2.09,2.09,Melitzana.png,Λαχανικά,Kg,,lidl,31-12-2024,06-01-2025
30,83096,Μαϊντανός,6.50,6.50,Maintanos-matsaki.png,Λαχανικά,Kg,,lidl,31-12-2024,06-01-2025
31,83080,Άνηθος,6.50,6.50,Anithos-matsaki.png,Λαχανικά,Kg,,lidl,31-12-2024,06-01-2025
1,520011772,Σταφύλια,2.98,5.98,3152428_1.jpg,Φρούτα,Kg,,masoutis,31-12-2024,06-01-2025
2,210649000,Λεμόνια,1.19,1.3,0317826_1.jpg,Φρούτα,Kg,,masoutis,31-12-2024,06-01-2025
3,219851600,Μπανάνες,1.65,1.85,0317990_1.jpg,Φρούτα,Kg,,masoutis,31-12-2024,06-01-2025
4,210651800,Πορτοκάλια Βαλέντσια,1.05,1.12,3274826_1.jpg,Φρούτα,Kg,,masoutis,31-12-2024,06-01-2025
6,210695600,Αχλάδια,1.58,2.98,0532788_1.jpg,Φρούτα,Kg,,masoutis,31-12-2024,06-01-2025
8,521400055,Ρόδια,2.25,2.25,0318360_1.jpg,Φρούτα,Kg,,masoutis,31-12-2024,06-01-2025
9,521400277,Μανιτάρια,4.36,6.7,3870631_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
11,219861100,Τομάτες,2.35,2.59,0317560_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
12,521400128,Τοματίνια,4.05,7.96,3599933_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
13,520013367,Αγγούρια,0.54,0.54,0318451_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
14,219814300,Κολοκύθια,2.35,2.98,0317677_1.jpg,Λαχανικά,kg,,masoutis,31-12-2024,06-01-2025
15,210685500,Μαρούλια,0.59,0.82,0317719_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
16,520013430,Ρόκα,11.58,11.58,3573615_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
18,843701919,Σκόρδα (κομμάτι),0.42,0.47,0496489_1.jpg,Λαχανικά,τμχ.,,masoutis,31-12-2024,06-01-2025
19,219855300,Κρεμμύδια ξερά,0.69,0.85,2152155_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
20,520013430,Κρεμμύδια φρέσκα,0.8,0.99,0574418_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
21,210614200,Σπανάκι,1.87,1.87,0317685_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
22,210613800,Παντζάρια,1.35,1.35,0317636_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
23,210686900,Καρότα,0.88,1.96,0318261_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
24,520011861,Ραπανάκια,6.56,6.56,0444836_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
25,210686800,Λάχανα,0.85,2.65,0317727_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
26,210615100,Κουνουπίδια,1.95,2.3,0317776_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
27,210637800,Μπρόκολα,2.98,2.98,3204070_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
29,219856800,Μελιτζάνες,2.48,2.54,0317669_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
30,520013430,Μαϊντανός,6.8,6.8,0318469_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
31,520013430,Ανηθος,6.8,6.8,0437285_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
32,210691500,Σέλινο,2.28,2.98,0317768_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
33,210665900,Φασολάκια,3.65,3.65,,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
17.1,210681000,Πατάτες Κύπρου,1.7,1.7,1697325_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
17.2,219859100,Πατάτες εγχώριες,0.92,1.6,0317479_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
17.3,219809600,Πατάτες εισαγωγής,2.13,2.13,0539759_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
28.1,520037810,Πιπεριές χονδρές,1.9,2.15,0317651_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
28.2,764460243,Πιπεριές μακριές,2.45,3.25,0317644_1.jpg,Λαχανικά,Kg,,masoutis,31-12-2024,06-01-2025
7.1,210686500,Μήλα Golden Delicious,1.79,1.79,0317149_1.jpg,Φρούτα,Kg,,masoutis,31-12-2024,06-01-2025
7.2,219860900,Μήλα Granny Smith,1.68,1.68,0317131_1.jpg,Φρούτα,Kg,,masoutis,31-12-2024,06-01-2025
7.3,210647400,Μήλα Starkin Delicious,1.38,2.25,3339017_1.jpg,Φρούτα,Kg,,masoutis,31-12-2024,06-01-2025
2,14202046,Λεμόνια,1,1.25,14202046_1.jpg,Φρούτα,Kg,,marketin,31-12-2024,06-01-2025
3,14202293,Μπανάνες,1.49,1.49,14202293_1.jpg,Φρούτα,Kg,,marketin,31-12-2024,06-01-2025
4,14202809,Πορτοκάλια,0.79,1.15,14202809_1.jpg,Φρούτα,Kg,,marketin,31-12-2024,06-01-2025
5,14202851,Μανταρίνια,1.54,1.69,14202851_1.jpg,Φρούτα,Kg,,marketin,31-12-2024,06-01-2025
6,14202768,Αχλάδια,1.57,1.67,14202768_1.jpg,Φρούτα,Kg,,marketin,31-12-2024,06-01-2025
7,89012587,Μήλα,1.97,2.28,89012587_1.jpg,Φρούτα,Kg,,marketin,31-12-2024,06-01-2025
7.1,14202362,Μήλα Golden Delicious,1.76,2.09,14202362_1.jpg,Φρούτα,Kg,,marketin,31-12-2024,06-01-2025
7.2,14202438,Μήλα Granny Smith ,1.67,1.89,14202438_1.jpg,Φρούτα,Kg,,marketin,31-12-2024,06-01-2025
7.3,14202648,Μήλα Starkin Delicious,1.09,1.09,14202648_1.jpg,Φρούτα,Kg,,marketin,31-12-2024,06-01-2025
8,89020702,Ρόδια,0.9,0.9,transparent.png,Φρούτα,Kg,,marketin,31-12-2024,06-01-2025
9,14202126,Μανιτάρια,1.28,3.59,14202126_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
11,14202121,Τομάτες,2.35,2.45,14202121_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
12,89009116,Τοματίνια,1.39,1.39,89009116_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
13,14202005,Αγγούρια,0.69,2.99,14202005_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
14,14202384,Κολοκύθια,2.52,2.79,14202384_1.jpg,Λαχανικά,kg,,marketin,31-12-2024,06-01-2025
15,14202591,Μαρούλια,0.65,0.69,14202591_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
16,14202031,Ρόκα,0.68,0.78,14202031_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
17.1,14202298,Πατάτες Κύπρου,1.69,1.89,14202298_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
17.2,14202108,Πατάτες εγχώριες,0.66,0.98,14202108_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
17.3 ,89014964,Πατάτες εισαγωγής,2.07,2.59,89014964_1.jpg,,,,marketin,31-12-2024,06-01-2025
18,14202156,Σκόρδα (κομμάτι),0.62,0.69,14202156_1.jpg,Λαχανικά,τμχ.,,marketin,31-12-2024,06-01-2025
19,14202389,Κρεμμύδια ξερά,0.72,0.77,14202389_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
20,89004469,Κρεμμύδια φρέσκα,0.79,0.95,89004469_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
21,14202131,Σπανάκι,1.82,2.15,14202131_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
23,14202232,Καρότα,0.86,0.92,14202232_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
25,14202132,Λάχανα,0.84,1.25,14202132_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
26,14202025,Κουνουπίδια,1.89,2.09,14202025_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
27,14202767,Μπρόκολο,2.98,3.08,14202767_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
28.1,14202001,Πιπεριές χονδρές,2.49,2.69,14202001_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
28.2,14202684,Πιπεριές μακριές,2.99,3.89,14202684_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
29,14202454,Μελιτζάνες,3.19,3.29,14202454_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
30,14202082,Μαϊντανός,0.66,0.75,14202082_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
31,14202047,’νηθος,0.64,0.75,14202047_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
32,14202367,Σέλινο,0.59,0.63,14202367_1.jpg,Λαχανικά,Kg,,marketin,31-12-2024,06-01-2025
2,198021                                                      ,Λεμόνια,1.15,1.15,198021_E1.jpg,Φρούτα,Kg,,mymarket,31-12-2024,06-01-2025
3,192041/198242                                               ,Μπανάνες,1.68,2.19,,Φρούτα,Kg,,mymarket,31-12-2024,06-01-2025
4,198114/198460                                               ,Πορτοκάλια Βαλέντσια,1.02,1.05,,Φρούτα,Kg,,mymarket,31-12-2024,06-01-2025
5,198120                                                      ,Μανταρίνια,1.55,1.55,198120_E1.jpg,Φρούτα,Kg,,mymarket,31-12-2024,06-01-2025
6,198274                                                      ,Αχλάδια,1.59,1.59,198274_E1.jpg,Φρούτα,Kg,,mymarket,31-12-2024,06-01-2025
7.1,198096                                                      ,Μήλα Golden Delicious,1.95,1.95,198096_E1.jpg,Φρούτα,Kg,,mymarket,31-12-2024,06-01-2025
7.2,198095                                                      ,Μήλα Granny Smith ,1.79,1.79,198095_E1.jpg,Φρούτα,Kg,,mymarket,31-12-2024,06-01-2025
7.3,198132                                                      ,Μήλα Starkin Delicious,1.38,1.38,198132_E1.jpg,Φρούτα,Kg,,mymarket,31-12-2024,06-01-2025
8,198075                                                      ,Ρόδια,1.79,1.79,198075_E1.jpg,Φρούτα,Kg,,mymarket,31-12-2024,06-01-2025
9,192081/198179                                               ,Μανιτάρια,5.00,8.20,,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
11,198028                                                      ,Τομάτες,2.35,2.35,198028_E1.jpg,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
12,192066/198676                                               ,Τοματίνια,4.26,8.60,,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
13,198026                                                      ,Αγγούρια,0.65,0.65,198026_E1.jpg,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
14,198027                                                      ,Κολοκύθια,2.70,2.70,198027_E1.jpg,Λαχανικά,kg,,mymarket,31-12-2024,06-01-2025
15,198024                                                      ,Μαρούλια,0.70,0.70,198024_E1.jpg,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
16,198171                                                      ,Ρόκα,9.90,9.90,198171_E1.jpg,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
17.1,198705                                                      ,Πατάτες Κύπρου,1.79,1.79,198705_E1.jpg,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
17.2,192303/198329                                               ,Πατάτες εγχώριες,0.98,1.59,,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
17.3,198257                                                      ,Πατάτες εισαγωγής,2.40,2.40,198257_E1.jpg,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
18,198183                                                      ,Σκόρδα (κομμάτι),0.63,0.63,198183_E1.jpg,Λαχανικά,τμχ.,,mymarket,31-12-2024,06-01-2025
19,198046/198187                                               ,Κρεμμύδια ξερά,0.59,0.70,,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
20,198013                                                      ,Κρεμμύδια φρέσκα,2.19,2.19,198013_E1.jpg,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
21,198009                                                      ,Σπανάκι,1.99,1.99,198009_E1.jpg,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
22,198012                                                      ,Παντζάρια,1.50,1.50,198012_E1.jpg,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
23,192321/198791                                               ,Καρότα,0.87,1.10,,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
24,192062                                                      ,Ραπανάκια,0.97,0.97,192062_E1.jpg,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
25,198034/198035                                               ,Λάχανα,0.85,1.45,,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
26,198036                                                      ,Κουνουπίδια,2.05,2.05,198036_E1.jpg,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
27,198156                                                      ,Μπρόκολο,2.99,2.99,198156_E1.jpg,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
28.1,198039                                                      ,Πιπεριές χονδρές,2.20,2.20,198039_E1.jpg,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
28.2,198040                                                      ,Πιπεριές μακριές,2.99,2.99,198040_E1.jpg,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
29,198037/198038                                               ,Μελιτζάνες,2.74,3.29,,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
30,198003                                                      ,Μαϊντανός,0.67,0.67,.,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
31,198001                                                      ,Άνηθος,0.65,0.65,198001_E1.jpg,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
32,198002                                                      ,Σέλινο,2.40,2.40,198002_E1.jpg,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
33,198016                                                      ,Φασολάκια ,4.39,4.39,198016_E1.jpg,Λαχανικά,Kg,,mymarket,31-12-2024,06-01-2025
1,1,ΣΤΑΦΥΛΙΑ,3.85,3.85,,Φρούτα,Kg,,sklavenitis,31-12-2024,06-01-2025
2,2,ΛΕΜΟΝΙΑ,0.90,0.90,,Φρούτα,Kg,,sklavenitis,31-12-2024,06-01-2025
3,3,ΜΠΑΝΑΝΕΣ,1.62,3.65,,Φρούτα,Kg,,sklavenitis,31-12-2024,06-01-2025
4,4,ΠΟΡΤΟΚΑΛΙΑ ΒΑΛΕΝΤΣΙΑ,0.77,1.45,,Φρούτα,Kg,,sklavenitis,31-12-2024,06-01-2025
5,5,ΜΑΝΤΑΡΙΝΙΑ,1.3,1.8,,Φρούτα,Kg,,sklavenitis,31-12-2024,06-01-2025
6,6,ΑΧΛΑΔΙΑ,1.58,3.05,,Φρούτα,Kg,,sklavenitis,31-12-2024,06-01-2025
7.1,7.1,ΜΗΛΑ GOLDEN DELICIOUS,1.77,1.77,,Φρούτα,Kg,,sklavenitis,31-12-2024,06-01-2025
7.2,7.2,ΜΗΛΑ GRANNY SMITH,1.68,1.68,,Φρούτα,Kg,,sklavenitis,31-12-2024,06-01-2025
7.3,7.3,ΜΗΛΑ STARKIN DELICIOUS,1.12,2.25,,Φρούτα,Kg,,sklavenitis,31-12-2024,06-01-2025
8,8,ΡΟΔΙΑ,1.63,1.63,,Φρούτα,Kg,,sklavenitis,31-12-2024,06-01-2025
9,9,ΜΑΝΙΤΑΡΙΑ,4.23,7.2,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
10,10,ΑΓΚΙΝΑΡΕΣ,1.4,1.4,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
11,11,ΝΤΟΜΑΤΕΣ,1.45,2.5,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
12,12,ΝΤΟΜΑΤΙΝΙΑ,3.98,8.72,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
13,13,ΑΓΓΟΥΡΙΑ,1.4,2.9,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
14,14,ΚΟΛΟΚΥΘΙΑ,2.35,2.5,,Λαχανικά,kg,,sklavenitis,31-12-2024,06-01-2025
15a,15a,ΜΑΡΟΥΛΙΑ,1.55,1.55,,,,,sklavenitis,31-12-2024,06-01-2025
15b,15b,ΜΑΡΟΥΛΙΑ ΤΕΜΑΧΙΟ,0.7,0.7,,,,,sklavenitis,31-12-2024,06-01-2025
16,16,ΡΟΚΑ,6.5,6.5,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
17.1,17.1,ΠΑΤΑΤΕΣ ΚΥΠΡΟΥ,1.7,1.7,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
17.2,17.2,ΠΑΤΑΤΕΣ ΕΓΧΩΡΙΕΣ,0.65,1.6,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
17.3,17.3,ΠΑΤΑΤΕΣ ΕΙΣΑΓΩΓΗΣ,0.78,1.68,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
18,18,ΣΚΟΡΔΑ ΤΕΜΑΧΙΟ,0.38,0.62,,Λαχανικά,τμχ.,,sklavenitis,31-12-2024,06-01-2025
19,19,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ,0.52,0.72,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
20,20,ΚΡΕΜΜΥΔΙΑ ΦΡΕΣΚΑ,2.15,5.33,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
21,21,ΣΠΑΝΑΚΙ,1.82,1.82,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
22,22,ΠΑΝΤΖΑΡΙΑ,1.35,1.35,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
23,23,ΚΑΡΟΤΑ,0.87,0.95,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
24,24,ΡΑΠΑΝΑΚΙΑ,6.08,6.24,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
25,25,ΛΑΧΑΝΑ,0.65,1.89,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
26,26,ΚΟΥΝΟΥΠΙΔΙΑ,1.83,1.85,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
27,27,ΜΠΡΟΚΟΛΑ,2.36,2.38,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
28.1,28.1,ΠΙΠΕΡΙΕΣ ΧΟΝΤΡΕΣ,1.85,6.2,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
28.2,28.2,ΠΙΠΕΡΙΕΣ ΜΑΚΡΙΕΣ,2,3.2,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
29,29,ΜΕΛΙΤΖΑΝΕΣ,2.12,2.48,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
30,30,ΜΑΪΝΤΑΝΟΣ,6.5,6.5,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
31,31,ΑΝΙΘΟΣ,6.5,6.5,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
32,32,ΣΕΛΙΝΟ,1.38,5.42,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
33,33,ΦΑΣΟΛΑΚΙΑ,4.2,4.2,,Λαχανικά,Kg,,sklavenitis,31-12-2024,06-01-2025
2,09403,Λεμόνια,1.25,1.25,2.png,Φρούτα,Kg,,synka,31-12-2024,06-01-2025
3,203617,Μπανάνες,1.29,1.29,3.png,Φρούτα,Kg,,synka,31-12-2024,06-01-2025
4,186897,Πορτοκάλια,0.90,0.90,4.png,Φρούτα,Kg,,synka,31-12-2024,06-01-2025
5,09158,Μανταρίνια,1.60,1.60,5.png,Φρούτα,Kg,,synka,31-12-2024,06-01-2025
6,05693,Αχλάδια,1.58,1.58,6.png,Φρούτα,Kg,,synka,31-12-2024,06-01-2025
7.1,05690,Μήλα Golden Delicious,1.85,1.85,71.png,Φρούτα,Kg,,synka,31-12-2024,06-01-2025
7.2,05762,Μήλα Granny Smith,1.69,1.69,72.png,Φρούτα,Kg,,synka,31-12-2024,06-01-2025
7.3,05700,Μήλα Starkin Delicious,1.38,1.38,73.png,Φρούτα,Kg,,synka,31-12-2024,06-01-2025
8,18370,Ρόδια,2.09,2.09,8.png,Φρούτα,Kg,,synka,31-12-2024,06-01-2025
9,03702,Μανιτάρια,4.15,4.15,9.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
11,31663,Τομάτες,1.45,1.45,11.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
12,160308,Τοματίνια,4.65,4.65,12.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
13,05766,Αγγούρια,1.98,1.98,13.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
14,05761,Κολοκύθια,2.64,2.64,14.png,Λαχανικά,kg,,synka,31-12-2024,06-01-2025
15,05703,Μαρούλια,3.16,3.16,15.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
16,67995,Ρόκα,6.40,6.40,16.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
17.2,56591,Πατάτες εγχώριες,0.98,0.98,172.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
18,18963,Σκόρδα,5.39,5.39,18.png,Λαχανικά,τμχ.,,synka,31-12-2024,06-01-2025
19,125220,Κρεμμύδια ξερά,0.72,0.72,19.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
20,146649,Κρεμμύδια φρέσκα,6.90,6.90,20.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
21,06956,Σπανάκι,1.89,1.89,21.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
22,06784,Παντζάρια,1.38,1.38,22.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
23,05699,Καρότα,0.87,0.87,23.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
24,05775,Ραπανάκια,6.32,6.32,24.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
25,05698,Λάχανα,0.79,0.79,25.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
26,05764,Κουνουπίδια,1.92,1.92,26.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
27,05771,Μπρόκολο,3.19,3.19,27.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
28.1,05701,Πιπεριές χονδρές,2.59,2.59,281.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
28.2,18855,Πιπεριές μακριές,2.98,2.98,282.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
29,05767,Μελιτζάνες,2.75,2.75,29.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
30,145131,Μαϊντανός,6.80,6.80,30.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
31,164662,Άνηθος,6.90,6.90,31.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
32,05770,Σέλινο,1.89,1.89,32.png,Λαχανικά,Kg,,synka,31-12-2024,06-01-2025
2,5298,Λεμόνια,1.25,1.25,,Φρούτα,Kg,,xalkiadakis,31-12-2024,06-01-2025
3,5237,Μπανάνες,1.68,1.68,,Φρούτα,Kg,,xalkiadakis,31-12-2024,06-01-2025
4,5213,Πορτοκάλια Βαλέντσια,0.98,0.98,,Φρούτα,Kg,,xalkiadakis,31-12-2024,06-01-2025
5,177092,Μανταρίνια,1.48,1.48,,Φρούτα,Kg,,xalkiadakis,31-12-2024,06-01-2025
6,5317,Αχλάδια,1.75,1.75,,Φρούτα,Kg,,xalkiadakis,31-12-2024,06-01-2025
7.1,5245,Μήλα Golden Delicious,1.85,1.85,,Φρούτα,Kg,,xalkiadakis,31-12-2024,06-01-2025
7.2,5215,Μήλα Granny Smith ,1.75,1.75,,Φρούτα,Kg,,xalkiadakis,31-12-2024,06-01-2025
7.3,5208,Μήλα Starkin Delicious,1.25,1.25,,Φρούτα,Kg,,xalkiadakis,31-12-2024,06-01-2025
8,5323,Ρόδια,2.35,2.35,,Φρούτα,Kg,,xalkiadakis,31-12-2024,06-01-2025
9,29248,Μανιτάρια,4.15,4.15,,Λαχανικά,Kg,,xalkiadakis,31-12-2024,06-01-2025
11,5234,Τομάτες,1.85,1.85,,Λαχανικά,Kg,,xalkiadakis,31-12-2024,06-01-2025
12,86360,Τοματίνια,2.28,2.28,,Λαχανικά,Kg,,xalkiadakis,31-12-2024,06-01-2025
